,Ctrl.AS3.J1,Ctrl.AS3.J2,Ctrl.AS3.J3,Ctrl.AS3.J4,Ctrl.AS3.J5,Ctrl.BS.J1,Ctrl.BS.J2,Ctrl.BS.J3,Ctrl.BS.J4,Ctrl.BS.J5,Ctrl.P3.J1,Ctrl.P3.J2,Ctrl.P3.J3,Ctrl.P3.J4,Ctrl.P3.J5,DBP.AS3.J1,DBP.AS3.J2,DBP.AS3.J3,DBP.AS3.J4,DBP.AS3.J5,DBP.BS.J1,DBP.BS.J2,DBP.BS.J3,DBP.BS.J4,DBP.BS.J5,DBP.P3.J1,DBP.P3.J2,DBP.P3.J3,DBP.P3.J4,DBP.P3.J5,TBAC.AS3.J1,TBAC.AS3.J2,TBAC.AS3.J3,TBAC.AS3.J4,TBAC.AS3.J5,TBAC.BS.J1,TBAC.BS.J2,TBAC.BS.J3,TBAC.BS.J4,TBAC.BS.J5,TBAC.P3.J1,TBAC.P3.J2,TBAC.P3.J3,TBAC.P3.J4,TBAC.P3.J5,TEC.AS1.J1,TEC.AS1.J2,TEC.AS1.J3,TEC.AS1.J4,TEC.AS1.J5,TEC.BS.J1,TEC.BS.J2,TEC.BS.J3,TEC.BS.J4,TEC.BS.J5,TEC.P1.J1,TEC.P1.J2,TEC.P1.J3,TEC.P1.J4,TEC.P1.J5,taxonomy_Unite10
Otu50,0,2,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,9,2,3,285,3,166,1,32,1,0,1,0,0,0,0,1,0,2,0,1,3,1,0,1,0,0,0,1,0,0,0,1,0,18,0,5,4,0,0,0,0,1,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_harzianum
Otu263,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_sp
Otu316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_thelephoricola
Otu11,0,1,15,9,0,1,2,3,1,3,13,0,0,1,0,936,3,6,6,3,1,9,114,0,0,1517,0,14,1,0,3,3,0,1,1,1,2,0,3,4,15,0,5,1,16,0,2,1,5,0,7,3,3,1,0,0,12,0,23,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_yunnanense
Otu315,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hapsidospora;s__Hapsidospora_irregularis
Otu122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
Otu621,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
Otu232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp
Otu70,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_oxysporum
Otu410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_phyllophilum
Otu78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp
Otu100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp
Otu265,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_tonkinense
Otu561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Mariannaea;s__Mariannaea_submersa
Otu251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp
Otu170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp
Otu210,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_sp
Otu362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Volutella;s__Volutella_sp
Otu108,0,2,4,618,1,0,1,0,2,2,0,1,0,399,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,2,0,2,0,1,0,0,1,1,1,0,651,0,0,0,0,145,0,0,0,0,819,0,1,0,1,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_brunneosporum
Otu9,2123,0,0,0,0,0,0,0,0,0,6,3,4,0,2,0,0,9,0,1,0,0,0,555,0,6,2,8,874,6,1,0,0,27,0,0,8,0,0,0,9,4,2,2,4,0,12,3923,669,23,15,0,718,111,384,2,0,1117,238,655,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_recifei
Otu465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_recifei
Otu314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium_recifei
Otu187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;s__Niesslia_aurantiaca
Otu82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,39,0,0,0,0,8,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Drechmeria;s__Drechmeria_campanulata
Otu6,39,21,166,25,3362,18,23,1100,11,2862,7,7,92,5,3345,22,0,6,15,19,0,0,0,463,312,19,4,11,4,10,19,753,0,147,9,30,16,1,22,21,9,112,4,4,12,0,12,165,2787,22,13,0,522,27,1602,4,8,746,7,717,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium_lilacinum
Otu200,0,0,0,0,13,0,0,4,0,18,0,0,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,0,0,0,0,1,0,1,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium_lilacinum
Otu505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium_lilacinum
Otu572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Purpureocillium;s__Purpureocillium_sp
Otu403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium_capitatum
Otu334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__Tolypocladium_sp
Otu492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Paralulworthia;s__Paralulworthia_candida
Otu222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Graphiaceae;g__Graphium;s__Graphium_basitruncatum
Otu20,32,87,147,75,50,204,59,84,76,27,45,2,259,171,26,4,59,104,124,162,47,30,21,71,116,15,50,44,93,47,80,40,61,73,47,133,206,103,98,276,35,28,30,10,71,82,56,6,5,47,82,73,124,43,32,25,16,58,14,8,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu18,0,56,301,41,21,16,50,48,21,34,1,7,57,7,3,4,35,42,42,26,17,43,7,69,46,5,19,14,40,8,82,56,12,72,80,94,142,41,70,89,4,7,4,11,18,74,72,33,20,100,31,73,44,42,38,5,9,13,4,3,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu35,0,3,61,7,8,17,8,17,10,2,0,0,0,7,1,2,5,21,38,6,0,13,9,1,11,1,0,0,3,0,7,27,2,14,6,20,72,24,12,33,0,2,1,0,0,8,0,3,1,1,17,0,5,35,5,0,0,3,0,1,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Halosphaeriaceae_gen_Incertae_sedis;s__Halosphaeriaceae_sp
Otu437,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Kernia;s__Kernia_columnaris
Otu59,0,2,3,5,9,10,8,16,2,1,1,0,1,1,0,0,8,0,5,10,10,9,0,9,25,0,0,0,1,0,3,5,2,6,0,0,7,13,2,1,0,0,0,1,1,2,0,1,2,5,13,4,7,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;s__Microascus_longirostris
Otu93,0,2,5,0,0,1,3,7,1,0,0,0,0,3,0,0,4,0,0,0,1,2,0,6,7,0,0,0,0,0,6,2,10,2,3,0,4,0,4,3,1,0,0,0,1,0,1,5,1,1,1,1,3,17,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;s__Microascus_micronesiensis
Otu633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;s__Microascus_verrucosus
Otu274,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Parascedosporium;s__Parascedosporium_putredinis
Otu44,0,7,6,0,4,3,18,10,12,4,0,0,0,0,0,3,42,16,19,10,19,23,48,15,23,0,0,0,0,0,5,15,14,17,8,13,8,19,14,13,1,0,0,0,0,1,5,3,9,8,19,16,28,14,25,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_aurantiacum
Otu1,446,1648,1903,2586,917,597,1063,742,983,383,712,4307,4685,4336,2068,123,2232,2045,2231,3862,523,751,270,1015,1414,1155,5151,5164,3624,4341,2933,2740,3173,3461,1952,1605,2028,1729,1075,1302,5019,5567,5540,5498,5254,2814,1348,396,875,1955,939,1195,950,1126,865,4725,4286,3779,5349,4334,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu105,0,486,80,60,11,11,21,15,25,5,14,1385,175,148,1,1,102,66,87,19,18,28,0,27,22,2,42,37,9,14,33,14,38,55,36,47,60,39,41,30,8,6,16,67,62,3,6,3,7,16,19,29,27,50,43,2,2,3,9,2,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu150,0,2,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,6,7,1,4,2,4,3,2,2,2,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu456,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_dehoogii
Otu143,0,3,3,3,5,2,7,7,1,3,0,0,0,0,0,0,2,4,3,2,1,3,0,2,7,0,0,0,0,0,1,4,6,4,6,2,12,2,4,2,0,0,0,0,0,2,2,0,3,2,2,5,3,5,1,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium;s__Scedosporium_prolificans
Otu389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis;g__Microascales_gen_Incertae_sedis;s__Microascales_sp
Otu399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis;g__Microascales_gen_Incertae_sedis;s__Microascales_sp
Otu683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Phomatosporales;f__Phomatosporaceae;g__Phomatospora;s__Phomatospora_sp
Otu290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Arcopilus;s__Arcopilus_cupreus
Otu76,0,0,3,0,1,1,47,1,5,9,0,0,0,0,0,0,4,0,0,0,7,4,11,2,6,0,0,0,1,0,0,0,13,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,4,18,1,6,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Arxotrichum;s__Arxotrichum_wyomingense
Otu267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium_ovatoascomatis
Otu262,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__Chaetomium_thermophilum
Otu221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_olivacea
Otu84,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_repens
Otu214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Microthielavia;s__Microthielavia_ovispora
Otu52,0,7,19,4,4,11,6,23,5,2,0,0,0,0,0,2,13,10,9,6,5,9,0,14,22,0,1,0,0,0,21,14,5,3,1,5,7,11,6,16,0,0,0,0,0,21,22,2,3,17,16,41,6,1,5,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Mycothermus;s__Mycothermus_thermophilus
Otu229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Remersonia;s__Remersonia_thermophila
Otu527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Staphylotrichum;s__Staphylotrichum_boninense
Otu202,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Thermothielavioides;s__Thermothielavioides_terrestris
